#NO_PRODUCTS, NO_STORES
18,0,0,7,0,0,29,36,0,48,0,34,0,3,0,0,16,29,0,0,41,0,0,0,0,0,19,47,0,35,0,46,32,25,8,0,0,8,0,0,0,0,0,0,15,20,0,0,0,12,
0,0,0,0,49,0,0,23,0,0,49,0,0,0,0,8,0,21,39,50,44,0,0,0,0,39,0,0,0,0,0,0,49,0,0,24,40,20,40,0,50,0,27,0,0,0,0,0,17,28,
0,0,0,0,30,0,0,18,0,0,41,0,11,0,0,0,0,0,0,0,0,0,38,17,0,0,3,5,0,20,38,0,40,0,9,0,0,11,0,4,37,0,0,0,20,12,43,36,0,0,
0,25,0,0,14,16,0,0,0,34,43,0,0,0,0,0,0,0,10,39,32,14,48,0,0,29,0,11,0,0,0,10,0,0,30,0,2,0,23,0,0,0,0,40,0,11,0,0,0,41,
0,0,0,15,37,42,0,32,38,0,35,22,31,0,23,0,38,0,0,0,33,0,0,0,0,0,0,0,46,0,28,0,12,10,0,0,11,0,26,0,0,0,0,44,0,0,0,23,0,0,
27,0,21,0,0,48,27,32,42,32,0,33,0,50,0,19,0,0,0,25,0,0,0,0,35,35,0,29,0,0,43,33,0,0,48,0,0,0,0,50,15,50,28,17,10,36,0,0,18,30,
0,0,0,0,8,30,34,33,31,0,0,0,0,23,35,50,45,42,0,25,42,39,39,6,0,0,0,0,0,5,0,0,0,0,0,41,0,0,37,0,0,0,0,0,0,0,15,0,0,36,
0,26,0,0,0,50,22,0,0,0,0,0,0,42,48,0,26,34,0,7,30,0,0,0,45,0,0,0,0,0,0,49,0,0,49,18,0,38,0,0,0,0,0,0,0,0,22,4,0,0,
0,0,0,0,50,0,0,0,0,17,0,48,0,0,0,0,44,30,30,0,0,17,0,0,50,0,0,0,0,0,0,44,0,0,0,0,0,32,0,0,0,16,11,0,5,50,17,29,0,0,
0,0,0,18,0,0,0,27,2,26,0,0,0,26,0,0,0,0,27,0,0,10,0,30,40,0,0,0,3,24,42,30,0,35,0,0,3,24,28,0,21,0,0,0,0,0,0,8,0,0,
0,0,0,0,44,28,16,30,12,0,22,0,0,0,46,0,0,8,0,0,0,0,40,31,0,0,39,0,0,0,5,0,0,32,0,5,0,0,0,25,21,0,9,0,26,0,0,50,20,0,
0,0,0,0,8,6,0,13,0,0,18,0,0,0,27,0,5,0,0,1,0,0,26,0,0,0,0,0,14,12,50,0,5,0,0,22,0,36,23,0,0,0,0,0,0,0,49,0,18,42,
15,30,3,0,0,43,16,0,50,0,24,0,0,7,43,0,0,0,33,3,0,0,0,0,0,0,34,0,43,42,25,0,6,0,0,3,0,0,0,46,24,0,0,7,0,0,0,0,0,0,
0,0,0,0,34,0,0,21,0,0,36,0,22,0,0,0,0,30,49,0,0,0,0,15,0,42,0,0,28,14,0,3,0,6,0,21,0,0,0,0,35,0,0,0,33,0,0,0,0,0,
23,0,22,33,50,46,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,47,0,0,0,30,0,0,0,25,0,0,23,0,0,0,0,0,0,0,18,0,0,
31,0,46,0,0,0,47,47,0,0,28,3,0,0,0,10,0,0,0,0,8,0,0,43,28,0,0,49,8,0,0,18,0,0,0,0,0,0,0,0,0,1,0,49,46,35,0,17,0,32,
0,33,0,35,0,4,0,0,0,0,10,0,0,22,0,0,26,0,23,20,0,0,0,0,27,41,0,0,0,3,0,0,15,23,0,0,0,25,0,38,0,0,0,0,15,27,0,0,42,0,
0,0,0,0,0,0,0,19,0,29,33,10,0,0,0,0,31,11,0,2,0,37,23,16,0,0,0,0,0,35,0,0,0,0,40,0,26,45,41,9,0,6,35,0,9,0,32,38,17,30,
4,0,0,0,0,38,0,0,0,0,0,0,0,35,0,36,2,8,0,0,38,0,0,0,7,0,0,0,0,0,35,0,0,0,48,0,0,0,0,0,0,14,7,0,0,19,32,0,11,0,
0,0,0,9,20,0,0,25,0,0,1,0,0,0,1,0,0,33,0,0,0,0,0,14,4,0,50,43,0,49,0,46,0,0,45,0,0,31,0,0,22,0,47,0,0,0,0,0,0,0,
0,49,5,0,0,0,0,39,0,27,49,30,0,0,0,0,3,0,0,18,0,40,0,0,0,32,0,0,31,31,0,0,22,0,29,30,0,0,0,0,0,42,0,0,0,43,0,27,37,0,
2,0,45,35,0,0,0,40,37,0,0,0,0,0,0,0,0,0,23,0,0,0,7,4,6,0,21,20,0,0,0,0,19,0,0,36,34,27,21,40,46,28,0,0,0,0,1,8,7,12,
0,0,0,0,12,30,0,0,8,3,16,0,32,0,0,4,38,15,0,0,0,15,5,0,27,0,0,0,0,42,0,0,0,4,9,0,0,0,0,3,8,0,26,0,7,27,45,0,0,0,
0,0,0,0,0,0,11,0,49,0,0,0,0,0,0,0,42,0,0,0,36,0,3,0,35,12,0,0,0,0,28,0,0,26,0,24,23,41,25,3,5,32,0,11,12,38,49,33,0,41,
0,0,0,0,24,10,0,0,13,0,0,0,0,0,9,36,0,11,0,19,0,1,0,34,0,41,26,0,28,50,0,0,0,8,26,0,0,0,2,0,0,48,40,16,0,0,5,25,20,0,
6,0,0,0,0,25,9,0,0,14,0,43,0,0,0,0,4,0,0,0,0,0,0,38,23,0,0,0,38,38,0,0,18,0,0,0,0,8,32,0,0,25,0,0,0,0,0,0,0,0,
0,50,13,0,0,33,0,0,0,0,0,0,40,0,20,15,13,0,0,0,37,0,0,0,0,46,0,0,35,43,4,29,0,37,25,4,0,0,0,0,3,35,0,0,27,23,0,2,0,0,
38,0,46,0,21,46,0,2,40,9,42,32,29,0,0,0,0,20,0,0,3,0,0,5,0,11,5,0,36,29,36,0,0,9,19,45,25,22,0,26,0,0,32,16,22,0,0,0,0,50,
0,21,0,21,0,0,0,45,0,0,0,43,0,23,0,0,0,0,39,0,0,15,0,0,0,30,35,0,0,49,46,0,0,0,47,0,0,45,0,0,0,41,0,0,29,42,10,0,0,0,
9,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,27,0,50,0,34,0,47,0,0,0,0,0,20,0,0,7,0,8,3,0,0,0,0,3,0,0,42,48,0,50,19,0,9,39,
0,0,5,38,0,0,19,5,0,0,0,25,0,0,10,0,0,0,0,0,0,8,0,0,20,0,0,28,0,22,9,0,0,47,44,0,24,0,37,18,0,0,0,21,0,0,0,13,0,1,
0,40,0,0,43,39,0,0,0,10,0,2,0,0,3,44,23,0,4,46,0,0,28,0,0,0,26,0,40,6,0,0,0,27,0,0,0,0,0,33,35,1,0,37,0,43,6,36,14,24,
