#NO_PRODUCTS, NO_STORES
0,0,45,0,0,0,0,0,44,0,0,0,45,0,0,0,0,44,0,20,28,12,28,23,0,0,0,6,26,0,0,10,20,6,0,47,42,15,50,20,0,5,0,32,0,30,0,5,49,0,
35,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,24,21,0,26,17,0,0,9,12,32,0,0,0,0,0,0,0,24,4,0,8,42,0,0,0,0,0,0,0,0,0,3,27,
0,0,0,0,46,38,47,30,0,8,0,22,0,37,0,0,35,0,0,41,0,0,0,0,29,0,0,0,27,0,2,22,0,21,40,0,0,21,13,0,0,0,0,0,0,36,22,0,37,0,
43,0,0,0,0,9,0,0,45,0,14,0,0,0,16,47,0,16,0,34,50,0,50,0,0,0,18,0,10,0,0,0,0,0,8,0,0,0,0,0,0,39,35,0,3,0,0,26,8,0,
0,0,0,0,30,19,8,36,0,0,40,23,0,6,48,35,0,4,0,39,0,0,0,0,0,19,35,0,0,0,30,0,46,0,0,0,11,0,4,0,9,14,41,27,0,24,49,16,35,39,
30,0,0,0,18,0,0,0,0,0,33,35,0,0,33,39,26,22,10,0,38,0,0,30,25,39,17,0,47,0,0,0,32,0,43,0,0,21,0,46,22,27,48,47,0,0,0,0,0,0,
0,33,0,0,0,14,0,0,0,0,30,0,0,0,44,0,47,38,0,0,27,0,0,1,0,31,0,14,0,0,0,0,0,48,0,0,0,46,34,46,29,0,0,0,17,0,0,0,0,0,
0,0,4,0,29,0,0,35,0,0,42,38,5,0,18,0,30,0,0,31,0,0,0,11,0,0,48,38,16,0,0,0,0,12,0,0,0,17,0,32,21,0,0,33,0,3,0,0,0,0,
15,0,0,31,3,3,0,19,0,0,0,22,32,0,32,0,0,0,9,0,39,5,38,26,0,9,0,7,0,0,36,0,0,0,0,0,0,28,30,0,0,0,0,25,15,11,37,24,0,0,
0,34,30,27,0,21,14,11,41,0,0,0,46,0,6,0,11,41,0,0,0,16,28,0,0,0,2,0,0,40,0,0,0,32,0,0,18,0,0,0,0,0,6,27,0,4,32,0,0,0,
0,27,0,0,0,0,47,0,0,0,0,8,0,0,0,0,0,0,0,0,19,45,11,0,0,0,0,7,27,0,0,0,0,0,0,31,30,0,0,0,0,0,0,35,0,7,0,0,0,0,
0,0,0,49,36,8,0,36,26,49,1,21,0,0,18,0,0,27,0,8,14,0,0,0,50,17,48,0,4,0,0,12,7,2,0,0,40,13,0,9,0,35,0,0,0,0,0,30,0,0,
0,10,9,0,0,0,40,30,0,26,44,11,0,40,0,12,0,19,0,25,0,0,0,0,20,37,0,42,0,0,0,0,0,0,13,18,0,15,0,49,0,15,0,0,0,0,38,32,0,0,
0,0,0,0,40,17,0,36,0,0,0,0,0,0,0,0,45,0,0,46,44,0,0,0,27,17,29,0,30,0,0,35,22,41,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,
0,20,0,33,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,8,0,0,31,28,31,30,0,22,18,0,48,8,0,0,0,34,12,0,7,0,0,0,43,0,0,0,0,45,25,7,
0,46,43,32,23,0,26,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,42,0,30,0,0,0,0,0,0,0,0,40,37,6,0,0,0,41,0,2,41,0,0,12,4,43,48,0,
0,0,28,0,46,6,25,23,0,0,8,0,0,0,0,32,0,0,0,9,0,0,0,0,0,0,0,47,40,15,0,0,0,25,32,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,
0,0,32,31,0,0,0,0,26,17,0,11,0,0,0,0,26,31,0,32,6,43,1,0,0,0,0,0,34,0,0,32,0,0,47,45,0,33,32,0,0,0,0,0,0,37,45,8,35,0,
0,3,0,43,42,37,0,0,28,0,48,20,20,38,27,0,13,0,8,48,0,32,0,0,35,40,0,0,41,0,0,0,0,26,0,0,0,10,0,0,37,0,17,0,29,0,0,0,48,42,
0,47,0,0,0,0,41,0,0,0,0,10,7,16,30,3,0,17,45,16,0,0,42,4,0,37,0,0,0,0,0,0,0,0,5,0,47,7,28,0,0,42,0,0,17,0,12,18,0,0,
0,0,0,0,42,0,39,0,17,16,0,1,0,31,0,0,28,22,42,0,0,0,13,0,0,24,0,16,0,0,0,47,11,41,0,0,21,0,0,0,22,28,0,0,23,0,0,0,35,38,
0,0,0,0,40,37,0,0,29,0,0,0,0,0,0,0,23,38,48,0,0,25,0,0,0,0,0,0,0,0,0,5,45,46,0,0,44,0,0,0,0,33,0,15,0,0,44,0,5,6,
0,14,0,0,23,25,0,48,0,29,0,49,0,0,0,35,0,0,30,0,47,0,14,0,0,24,14,34,0,0,0,0,41,0,46,16,0,0,38,0,38,0,0,0,0,0,0,48,18,0,
0,0,0,0,0,0,0,0,18,39,0,0,14,20,47,16,0,47,0,0,24,0,38,25,0,46,31,21,0,44,35,38,0,41,14,17,0,0,32,0,0,0,0,0,0,0,0,13,0,0,
28,1,0,23,41,0,20,25,0,0,0,0,0,0,37,0,0,0,0,42,0,33,0,0,0,23,35,6,0,36,50,6,0,3,4,0,40,24,0,0,8,7,0,0,0,0,0,10,0,0,
26,0,0,0,0,0,0,6,33,0,9,10,48,30,0,0,24,37,0,0,0,0,44,0,0,0,0,0,0,0,15,33,0,47,0,44,0,0,2,0,0,0,0,34,21,22,0,0,0,0,
0,24,36,0,46,0,0,48,5,0,0,24,0,5,0,0,0,3,0,26,0,0,0,19,0,0,0,0,0,49,0,0,33,12,0,0,0,48,0,0,0,0,0,43,11,0,0,47,29,0,
0,0,45,0,43,22,0,0,0,0,0,0,21,35,0,16,12,0,4,0,33,0,48,41,0,0,50,0,0,0,0,35,11,0,0,0,4,0,20,29,19,0,29,5,15,0,0,42,20,0,
0,0,4,0,50,27,41,0,0,0,0,42,0,0,0,44,43,28,0,0,15,0,0,5,0,0,50,0,11,0,0,0,0,0,4,0,0,24,0,35,0,2,1,46,1,0,0,3,29,0,
9,0,0,0,0,0,0,0,10,42,0,0,43,0,14,0,0,49,0,0,22,41,0,0,0,8,16,47,0,0,0,16,14,0,0,0,0,0,0,47,0,0,37,42,45,1,0,0,0,34,
0,0,0,0,23,0,0,0,42,0,7,15,49,0,0,30,0,2,20,24,40,0,1,45,19,0,4,0,42,0,0,0,31,0,41,0,41,0,27,49,0,6,0,0,16,0,19,0,0,0,
0,1,0,2,0,23,0,0,3,36,0,0,13,0,0,0,0,11,3,16,23,0,0,10,10,0,9,0,0,34,0,0,49,0,41,0,21,0,0,20,42,0,0,0,0,14,27,5,0,27,
